Date,Open,High,Low,Close,Adj Close,Volume
2023-03-08,266.8599853515625,271.010009765625,264.0,267.8299865722656,267.8299865722656,835185
2023-03-09,176.5500030517578,177.74989318847656,100.0,106.04000091552734,106.04000091552734,38746481
2023-03-10,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-13,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-14,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-15,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-16,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-17,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-20,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-21,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-22,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-23,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-24,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-27,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,106.04000091552734,0
2023-03-28,0.5299999713897705,0.7400000095367432,0.009999999776482582,0.4000000059604645,0.4000000059604645,84502118
2023-03-29,0.38999998569488525,1.2899999618530273,0.3310000002384186,0.9700000286102295,0.9700000286102295,67419705
2023-03-30,1.350000023841858,1.4500000476837158,0.800000011920929,0.8949999809265137,0.8949999809265137,55242876
